Options:
Model:                           MultiState
Tree File Name:                  ww_trees.nex
Data File Name:                  ww_gen_sys.txt
Log File Name:                   world_gender_system-RJHPoutput.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1436681863
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_gender_system-RJHPoutput.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          RJ MCMC
    q02                          RJ MCMC
    q03                          RJ MCMC
    q10                          RJ MCMC
    q12                          RJ MCMC
    q13                          RJ MCMC
    q20                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q30                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
8800000	-1205.490166	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.045740	0.000000	0.045740	1.030707	0.000000	1.030707	1.030707	1.030707	0.045740	0.045740	0.045740	0.249987	0.250001	0.250000	0.250013	
8810000	-1205.556939	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055486	0.000000	0.055486	1.288858	0.055486	1.288858	1.288858	1.288858	0.055486	0.055486	0.055486	0.249832	0.250013	0.250003	0.250153	
8820000	-1199.349720	407	3	2	'Z 0 Z 0 1 2 1 1 1 0 0 2 	0.000000	0.042815	0.000000	0.042815	1.045759	0.103995	1.045759	1.045759	1.045759	0.042815	0.042815	0.103995	0.249996	0.250001	0.250000	0.250004	
8830000	-1206.770342	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.043719	0.000000	0.043719	0.941246	0.043719	0.941246	0.941246	0.941246	0.043719	0.043719	0.043719	0.249977	0.250002	0.250000	0.250021	
8840000	-1203.741216	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.051048	0.000000	0.051048	1.285203	0.000000	1.285203	1.285203	1.285203	0.051048	0.051048	0.051048	0.249997	0.250000	0.250000	0.250003	
8850000	-1204.916947	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.049646	0.000000	0.049646	1.343010	0.049646	1.343010	1.343010	1.343010	0.049646	0.049646	0.049646	0.249995	0.250000	0.250000	0.250005	
8860000	-1204.933796	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.048217	0.000000	0.000000	1.139027	0.048217	1.139027	1.139027	1.139027	0.048217	0.048217	0.048217	0.249992	0.250001	0.250000	0.250007	
8870000	-1209.369925	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.058281	0.000000	0.058281	1.700955	0.058281	1.700955	1.700955	1.700955	0.058281	0.058281	0.058281	0.249897	0.250006	0.250001	0.250095	
8880000	-1206.939943	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.060345	0.000000	0.000000	1.205426	0.000000	1.205426	1.205426	1.205426	0.060345	0.060345	0.060345	0.250000	0.250000	0.250000	0.250000	
8890000	-1205.339542	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.045406	0.000000	0.045406	1.171604	0.000000	1.171604	1.171604	1.171604	0.045406	0.045406	0.045406	0.249985	0.250000	0.250000	0.250014	
8900000	-1205.041940	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.059406	0.000000	0.059406	1.398446	0.000000	1.398446	1.398446	1.398446	0.059406	0.059406	0.059406	0.250000	0.250000	0.250000	0.250000	
8910000	-1206.668671	188	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.058133	0.000000	0.000000	1.197781	0.058133	1.197781	1.197781	1.197781	0.058133	0.058133	0.058133	0.249892	0.250014	0.250002	0.250092	
8920000	-1205.423999	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.047125	0.000000	0.000000	1.288310	0.000000	1.288310	1.288310	1.288310	0.047125	0.047125	0.047125	0.249990	0.250001	0.250000	0.250009	
8930000	-1203.993210	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.055996	0.000000	0.055996	1.152824	0.055996	1.152824	1.152824	1.152824	0.055996	0.055996	0.055996	0.249999	0.250000	0.250000	0.250001	
8940000	-1204.441320	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.054987	0.000000	0.000000	1.318125	0.000000	1.318125	1.318125	1.318125	0.054987	0.054987	0.054987	0.249999	0.250000	0.250000	0.250001	
8950000	-1203.628496	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050582	0.000000	0.050582	1.147492	0.050582	1.147492	1.147492	1.147492	0.050582	0.050582	0.050582	0.249996	0.250000	0.250000	0.250004	
8960000	-1204.909765	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.048100	0.000000	0.000000	1.227037	0.000000	1.227037	1.227037	1.227037	0.048100	0.048100	0.048100	0.249992	0.250001	0.250000	0.250007	
8970000	-1205.469571	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051748	0.000000	0.051748	0.916954	0.051748	0.916954	0.916954	0.916954	0.051748	0.051748	0.051748	0.249997	0.250000	0.250000	0.250003	
8980000	-1205.029223	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.057488	0.000000	0.000000	1.400364	0.000000	1.400364	1.400364	1.400364	0.057488	0.057488	0.057488	0.249999	0.250000	0.250000	0.250001	
8990000	-1205.712680	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.051407	0.000000	0.000000	1.516414	0.000000	1.516414	1.516414	1.516414	0.051407	0.051407	0.051407	0.249997	0.250000	0.250000	0.250003	
9000000	-1204.135543	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056692	0.000000	0.056692	1.344364	0.000000	1.344364	1.344364	1.344364	0.056692	0.056692	0.056692	0.249999	0.250000	0.250000	0.250001	
9010000	-1204.498226	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.052372	0.000000	0.000000	1.189506	0.000000	1.189506	1.189506	1.189506	0.052372	0.052372	0.052372	0.249997	0.250000	0.250000	0.250002	
9020000	-1204.420134	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.053877	0.000000	0.000000	1.240368	0.000000	1.240368	1.240368	1.240368	0.053877	0.053877	0.053877	0.249998	0.250000	0.250000	0.250002	
9030000	-1204.147222	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051769	0.000000	0.051769	1.071316	0.000000	1.071316	1.071316	1.071316	0.051769	0.051769	0.051769	0.249997	0.250000	0.250000	0.250003	
9040000	-1198.082933	407	3	2	'Z 2 Z 1 0 0 0 0 0 1 1 1 	0.000000	0.031104	0.000000	0.074524	0.574236	0.574236	0.574236	0.574236	0.574236	0.074524	0.074524	0.074524	0.249994	0.250002	0.250000	0.250004	
9050000	-1198.073936	407	3	2	'Z 2 Z 2 0 0 0 0 0 1 1 2 	0.000000	0.031046	0.000000	0.031046	0.591576	0.591576	0.591576	0.591576	0.591576	0.097082	0.097082	0.031046	0.249996	0.250001	0.250000	0.250002	
9060000	-1199.190691	407	3	2	'Z 2 Z 2 0 0 0 0 0 1 1 2 	0.000000	0.043770	0.000000	0.043770	0.625254	0.625254	0.625254	0.625254	0.625254	0.076658	0.076658	0.043770	0.249997	0.250001	0.250000	0.250002	
9070000	-1196.898191	407	3	2	'Z 2 Z 2 0 0 0 0 0 1 1 2 	0.000000	0.035770	0.000000	0.035770	0.622202	0.622202	0.622202	0.622202	0.622202	0.094867	0.094867	0.035770	0.249998	0.250001	0.250000	0.250001	
9080000	-1205.393314	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.049348	0.000000	0.564874	0.049348	0.564874	0.564874	0.564874	0.564874	0.049348	0.049348	0.049348	0.249995	0.250000	0.250000	0.250005	
9090000	-1205.438588	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.048564	0.000000	0.569934	0.048564	0.569934	0.569934	0.569934	0.569934	0.048564	0.048564	0.048564	0.249994	0.250000	0.250000	0.250005	
9100000	-1207.173603	340	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.054434	0.000000	0.536317	0.000000	0.536317	0.536317	0.536317	0.536317	0.054434	0.054434	0.054434	0.249998	0.250000	0.250000	0.250002	
9110000	-1208.173523	188	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.054550	0.000000	0.493923	0.054550	0.493923	0.493923	0.493923	0.493923	0.054550	0.054550	0.054550	0.249817	0.250008	0.250008	0.250167	
9120000	-1205.270348	854	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.051753	0.000000	0.591279	0.051753	0.591279	0.591279	0.591279	0.591279	0.051753	0.051753	0.051753	0.249962	0.250001	0.250001	0.250036	
9130000	-1205.721165	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.048207	0.000000	0.489693	0.000000	0.489693	0.489693	0.489693	0.489693	0.048207	0.048207	0.048207	0.249993	0.250000	0.250000	0.250006	
9140000	-1210.699099	242	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.050627	0.000000	0.610934	0.000000	0.610934	0.610934	0.610934	0.610934	0.050627	0.050627	0.050627	0.249958	0.250001	0.250001	0.250040	
9150000	-1199.273921	407	3	2	'Z 2 Z 0 1 0 0 0 0 2 1 1 	0.000000	0.045656	0.000000	0.632287	0.086444	0.632287	0.632287	0.632287	0.632287	0.045656	0.086444	0.086444	0.249999	0.250000	0.250000	0.250001	
9160000	-1205.889408	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.052333	0.000000	0.573447	0.052333	0.573447	0.573447	0.573447	0.573447	0.052333	0.052333	0.052333	0.249997	0.250000	0.250000	0.250002	
9170000	-1206.076420	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.054471	0.000000	0.557431	0.000000	0.557431	0.557431	0.557431	0.557431	0.054471	0.054471	0.054471	0.249999	0.250000	0.250000	0.250001	
9180000	-1205.910326	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.049537	0.000000	0.555351	0.000000	0.555351	0.555351	0.555351	0.555351	0.049537	0.049537	0.049537	0.249995	0.250000	0.250000	0.250004	
9190000	-1206.423926	407	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.046328	0.000000	0.533916	0.046328	0.533916	0.533916	0.533916	0.533916	0.046328	0.046328	0.046328	0.249989	0.250000	0.250000	0.250010	
9200000	-1205.391830	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.048987	0.000000	0.518857	0.048987	0.518857	0.518857	0.518857	0.518857	0.048987	0.048987	0.048987	0.249995	0.250000	0.250000	0.250005	
9210000	-1206.503526	854	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.054992	0.000000	0.503430	0.000000	0.503430	0.503430	0.503430	0.503430	0.054992	0.054992	0.054992	0.249981	0.250001	0.250001	0.250017	
9220000	-1210.138758	854	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.064887	0.000000	0.576304	0.000000	0.576304	0.576304	0.576304	0.576304	0.064887	0.064887	0.064887	0.249998	0.250000	0.250000	0.250002	
9230000	-1200.677026	854	3	2	'Z 2 Z 1 0 1 1 1 1 2 0 0 	0.000000	0.045058	0.000000	0.619788	0.099256	0.619788	0.619788	0.619788	0.619788	0.045058	0.099256	0.099256	0.249993	0.250000	0.250000	0.250006	
9240000	-1200.658475	407	3	3	'Z 1 Z 0 Z 0 0 0 0 2 1 2 	0.000000	0.037200	0.000000	0.372797	0.000000	0.372797	0.372797	0.372797	0.372797	0.072728	0.037200	0.072728	0.249998	0.250000	0.250000	0.250002	
9250000	-1207.058551	407	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.046613	0.000000	0.569047	0.046613	0.569047	0.569047	0.569047	0.569047	0.046613	0.046613	0.046613	0.249990	0.250000	0.250000	0.250009	
9260000	-1205.330718	854	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.050532	0.000000	0.527526	0.000000	0.527526	0.527526	0.527526	0.527526	0.050532	0.050532	0.050532	0.249950	0.250002	0.250002	0.250046	
9270000	-1196.571159	407	3	2	'Z 2 Z 1 1 0 0 0 0 1 2 1 	0.000000	0.033877	0.000000	0.095534	0.095534	0.630347	0.630347	0.630347	0.630347	0.095534	0.033877	0.095534	0.249999	0.250001	0.250000	0.250001	
9280000	-1197.372158	407	3	2	'Z 2 Z 2 1 0 0 0 0 1 2 1 	0.000000	0.035933	0.000000	0.035933	0.097591	0.548158	0.548158	0.548158	0.548158	0.097591	0.035933	0.097591	0.249999	0.250001	0.250000	0.250000	
9290000	-1197.443675	407	3	2	'Z 2 Z 1 1 0 0 0 0 1 2 1 	0.000000	0.036436	0.000000	0.078504	0.078504	0.646496	0.646496	0.646496	0.646496	0.078504	0.036436	0.078504	0.249994	0.250003	0.250000	0.250003	
9300000	-1197.515922	407	3	2	'Z 1 Z 1 2 0 0 0 0 2 1 2 	0.000000	0.033257	0.000000	0.033257	0.091537	0.523334	0.523334	0.523334	0.523334	0.091537	0.033257	0.091537	0.249997	0.250002	0.250000	0.250001	
9310000	-1196.864612	407	3	2	'Z 1 Z 2 2 0 0 0 0 2 1 2 	0.000000	0.037711	0.000000	0.099784	0.099784	0.639452	0.639452	0.639452	0.639452	0.099784	0.037711	0.099784	0.250000	0.250000	0.250000	0.250000	
9320000	-1197.989644	188	3	3	'Z 1 Z 2 2 0 0 0 0 2 Z 2 	0.000000	0.044062	0.000000	0.084694	0.084694	0.570924	0.570924	0.570924	0.570924	0.084694	0.000000	0.084694	0.249825	0.250084	0.250008	0.250084	
9330000	-1197.341900	188	3	3	'Z 1 Z 2 1 0 0 0 0 2 Z 2 	0.000000	0.046126	0.000000	0.088220	0.046126	0.669177	0.669177	0.669177	0.669177	0.088220	0.000000	0.088220	0.249892	0.250053	0.250004	0.250050	
9340000	-1198.223767	188	3	3	'Z 1 Z 2 1 0 0 0 0 2 Z 2 	0.000000	0.042536	0.000000	0.093587	0.042536	0.755553	0.755553	0.755553	0.755553	0.093587	0.000000	0.093587	0.249885	0.250057	0.250004	0.250054	
9350000	-1198.731645	188	3	3	'Z 1 Z 2 2 0 0 0 0 2 Z 2 	0.000000	0.040197	0.000000	0.113344	0.113344	0.628571	0.628571	0.628571	0.628571	0.113344	0.000000	0.113344	0.249962	0.250018	0.250002	0.250018	
9360000	-1199.053189	188	3	3	'Z 1 Z 2 Z 0 0 0 0 2 1 2 	0.000000	0.034729	0.000000	0.105800	0.000000	0.706993	0.706993	0.706993	0.706993	0.105800	0.034729	0.105800	0.249868	0.250067	0.250006	0.250059	
9370000	-1201.037117	188	3	4	'Z 1 Z Z 2 0 0 0 0 2 Z 2 	0.000000	0.052060	0.000000	0.000000	0.100124	0.686434	0.686434	0.686434	0.686434	0.100124	0.000000	0.100124	0.249974	0.250015	0.250001	0.250010	
9380000	-1196.381256	188	3	3	'Z 0 Z 1 0 2 2 2 2 1 Z 1 	0.000000	0.040001	0.000000	0.091143	0.040001	0.581108	0.581108	0.581108	0.581108	0.091143	0.000000	0.091143	0.249810	0.250094	0.250009	0.250087	
9390000	-1196.156969	188	3	4	'Z 0 Z 1 Z 2 2 2 2 1 Z 1 	0.000000	0.042224	0.000000	0.091235	0.000000	0.607055	0.607055	0.607055	0.607055	0.091235	0.000000	0.091235	0.249853	0.250075	0.250007	0.250065	
9400000	-1195.966005	188	3	3	'Z 0 Z 2 0 1 1 1 1 2 Z 2 	0.000000	0.040078	0.000000	0.096731	0.040078	0.620685	0.620685	0.620685	0.620685	0.096731	0.000000	0.096731	0.249871	0.250064	0.250006	0.250059	
9410000	-1201.419920	854	3	3	'Z 0 Z 2 Z 1 1 1 1 2 0 2 	0.000000	0.031229	0.000000	0.092521	0.000000	0.579999	0.579999	0.579999	0.579999	0.092521	0.031229	0.092521	0.249952	0.250024	0.250002	0.250021	
9420000	-1199.604117	188	3	2	'Z 0 Z 0 2 1 1 1 1 2 0 2 	0.000000	0.039746	0.000000	0.039746	0.086203	0.568256	0.568256	0.568256	0.568256	0.086203	0.039746	0.086203	0.249659	0.250182	0.250015	0.250144	
9430000	-1198.283911	188	3	3	'Z 0 Z 1 0 2 2 2 2 1 Z 1 	0.000000	0.036975	0.000000	0.084861	0.036975	0.663477	0.663477	0.663477	0.663477	0.084861	0.000000	0.084861	0.249616	0.250190	0.250015	0.250178	
9440000	-1198.646892	188	3	2	'Z 0 Z 0 0 2 2 2 2 1 0 1 	0.000000	0.038524	0.000000	0.038524	0.038524	0.647945	0.647945	0.647945	0.647945	0.089283	0.038524	0.089283	0.249668	0.250183	0.250013	0.250135	
9450000	-1197.684814	188	3	2	'Z 0 Z 1 0 2 2 2 2 1 0 1 	0.000000	0.040878	0.000000	0.102068	0.040878	0.727767	0.727767	0.727767	0.727767	0.102068	0.040878	0.102068	0.249911	0.250044	0.250004	0.250041	
9460000	-1199.246223	188	3	2	'Z 0 Z 1 0 2 2 2 2 1 0 1 	0.000000	0.035521	0.000000	0.110661	0.035521	0.664747	0.664747	0.664747	0.664747	0.110661	0.035521	0.110661	0.249916	0.250042	0.250004	0.250038	
9470000	-1199.997245	188	3	3	'Z 0 Z 0 1 2 2 2 2 1 Z 1 	0.000000	0.052296	0.000000	0.052296	0.095157	0.608587	0.608587	0.608587	0.608587	0.095157	0.000000	0.095157	0.249964	0.250019	0.250002	0.250015	
9480000	-1200.959042	188	3	3	'Z 0 Z 1 0 2 2 2 2 0 Z 1 	0.000000	0.051080	0.000000	0.187970	0.051080	0.741467	0.741467	0.741467	0.741467	0.051080	0.000000	0.187970	0.249918	0.250033	0.250003	0.250047	
9490000	-1199.250245	188	3	4	'Z 0 Z 1 Z 2 2 2 2 0 Z 1 	0.000000	0.043957	0.000000	0.189570	0.000000	0.750822	0.750822	0.750822	0.750822	0.043957	0.000000	0.189570	0.249755	0.250099	0.250008	0.250138	
9500000	-1198.798263	407	3	3	'Z 2 Z Z 0 1 1 1 1 0 2 0 	0.000000	0.038487	0.000000	0.000000	0.107306	0.591449	0.591449	0.591449	0.591449	0.107306	0.038487	0.107306	0.250000	0.250000	0.250000	0.250000	
9510000	-1197.557327	407	3	2	'Z 2 Z 2 0 1 1 1 1 0 2 0 	0.000000	0.031663	0.000000	0.031663	0.089603	0.643850	0.643850	0.643850	0.643850	0.089603	0.031663	0.089603	0.249996	0.250002	0.250000	0.250002	
9520000	-1198.095128	407	3	2	'Z 2 Z 0 0 1 1 1 1 0 2 0 	0.000000	0.036197	0.000000	0.084459	0.084459	0.713592	0.713592	0.713592	0.713592	0.084459	0.036197	0.084459	0.249997	0.250001	0.250000	0.250001	
9530000	-1197.681031	407	3	2	'Z 1 Z 0 0 2 2 2 2 0 1 0 	0.000000	0.035399	0.000000	0.104553	0.104553	0.619401	0.619401	0.619401	0.619401	0.104553	0.035399	0.104553	0.250000	0.250000	0.250000	0.250000	
9540000	-1196.668743	407	3	2	'Z 1 Z 1 0 2 2 2 2 0 1 0 	0.000000	0.033804	0.000000	0.033804	0.095540	0.592921	0.592921	0.592921	0.592921	0.095540	0.033804	0.095540	0.249998	0.250001	0.250000	0.250001	
9550000	-1197.010772	407	3	2	'Z 1 Z 0 1 2 2 2 2 0 1 0 	0.000000	0.037712	0.000000	0.082018	0.037712	0.598514	0.598514	0.598514	0.598514	0.082018	0.037712	0.082018	0.249996	0.250002	0.250000	0.250002	
9560000	-1199.484755	188	3	2	'Z 1 Z 1 0 2 2 2 2 0 1 0 	0.000000	0.035258	0.000000	0.035258	0.083127	0.654736	0.654736	0.654736	0.654736	0.083127	0.035258	0.083127	0.249354	0.250344	0.250024	0.250278	
9570000	-1200.034494	188	3	3	'Z 0 Z 2 Z 1 1 1 1 2 0 2 	0.000000	0.035446	0.000000	0.113981	0.000000	0.644588	0.644588	0.644588	0.644588	0.113981	0.035446	0.113981	0.249929	0.250036	0.250004	0.250031	
9580000	-1197.286833	188	3	3	'Z 0 Z 0 2 1 1 1 1 2 Z 2 	0.000000	0.044740	0.000000	0.044740	0.097628	0.676269	0.676269	0.676269	0.676269	0.097628	0.000000	0.097628	0.249928	0.250039	0.250003	0.250031	
9590000	-1196.602467	188	3	4	'Z 0 Z 2 Z 1 1 1 1 2 Z 2 	0.000000	0.044188	0.000000	0.107573	0.000000	0.692731	0.692731	0.692731	0.692731	0.107573	0.000000	0.107573	0.249961	0.250020	0.250002	0.250017	
9600000	-1197.226061	407	3	3	'Z 0 Z 2 Z 1 1 1 1 2 0 2 	0.000000	0.036070	0.000000	0.089817	0.000000	0.643945	0.643945	0.643945	0.643945	0.089817	0.036070	0.089817	0.249998	0.250001	0.250000	0.250001	
9610000	-1198.282273	188	3	3	'Z 0 Z 0 2 1 1 1 1 2 Z 2 	0.000000	0.041874	0.000000	0.041874	0.086253	0.676076	0.676076	0.676076	0.676076	0.086253	0.000000	0.086253	0.249803	0.250104	0.250007	0.250085	
9620000	-1199.525716	854	3	2	'Z 0 Z 1 0 2 2 2 2 1 0 1 	0.000000	0.041356	0.000000	0.087526	0.041356	0.697427	0.697427	0.697427	0.697427	0.087526	0.041356	0.087526	0.249979	0.250010	0.250001	0.250010	
9630000	-1197.324368	188	3	3	'Z 0 Z 1 0 2 2 2 2 1 Z 1 	0.000000	0.048252	0.000000	0.104053	0.048252	0.624879	0.624879	0.624879	0.624879	0.104053	0.000000	0.104053	0.249967	0.250016	0.250002	0.250015	
9640000	-1197.959861	407	3	3	'Z 0 Z Z 1 2 2 2 2 1 0 1 	0.000000	0.030918	0.000000	0.000000	0.096771	0.616429	0.616429	0.616429	0.616429	0.096771	0.030918	0.096771	0.249997	0.250002	0.250000	0.250001	
9650000	-1198.573034	407	3	2	'Z 0 Z 0 0 2 2 2 2 1 0 1 	0.000000	0.033592	0.000000	0.033592	0.033592	0.519803	0.519803	0.519803	0.519803	0.097438	0.033592	0.097438	0.249998	0.250001	0.250000	0.250001	
9660000	-1206.715949	854	2	2	'Z 0 Z 1 0 1 1 1 1 0 0 0 	0.000000	0.059230	0.000000	0.640887	0.059230	0.640887	0.640887	0.640887	0.640887	0.059230	0.059230	0.059230	0.249993	0.250000	0.250000	0.250007	
9670000	-1207.046387	854	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.057280	0.000000	0.516076	0.000000	0.516076	0.516076	0.516076	0.516076	0.057280	0.057280	0.057280	0.249989	0.250000	0.250000	0.250010	
9680000	-1206.234061	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.047230	0.000000	0.539744	0.000000	0.539744	0.539744	0.539744	0.539744	0.047230	0.047230	0.047230	0.249991	0.250000	0.250000	0.250008	
9690000	-1206.887632	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.045867	0.000000	0.440103	0.000000	0.440103	0.440103	0.440103	0.440103	0.045867	0.045867	0.045867	0.249988	0.250000	0.250000	0.250011	
9700000	-1207.021824	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.045053	0.000000	0.441902	0.045053	0.441902	0.441902	0.441902	0.441902	0.045053	0.045053	0.045053	0.249988	0.250000	0.250000	0.250011	
9710000	-1205.519391	407	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.049798	0.000000	0.506787	0.049798	0.506787	0.506787	0.506787	0.506787	0.049798	0.049798	0.049798	0.249996	0.250000	0.250000	0.250004	
9720000	-1206.012960	854	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.056813	0.000000	0.632507	0.056813	0.632507	0.632507	0.632507	0.632507	0.056813	0.056813	0.056813	0.249987	0.250000	0.250000	0.250012	
9730000	-1205.863589	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.049113	0.000000	0.547563	0.000000	0.547563	0.547563	0.547563	0.547563	0.049113	0.049113	0.049113	0.249995	0.250000	0.250000	0.250005	
9740000	-1207.867188	188	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.058682	0.000000	0.615821	0.058682	0.615821	0.615821	0.615821	0.615821	0.058682	0.058682	0.058682	0.249912	0.250003	0.250003	0.250082	
9750000	-1199.109000	407	3	3	'Z 0 Z 1 Z 1 1 1 1 2 0 2 	0.000000	0.042695	0.000000	0.495980	0.000000	0.495980	0.495980	0.495980	0.495980	0.062164	0.042695	0.062164	0.249997	0.250000	0.250000	0.250003	
9760000	-1207.099156	407	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.044519	0.000000	0.521403	0.044519	0.521403	0.521403	0.521403	0.521403	0.044519	0.044519	0.044519	0.249983	0.250001	0.250001	0.250016	
9770000	-1205.547149	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.047528	0.000000	0.497141	0.047528	0.497141	0.497141	0.497141	0.497141	0.047528	0.047528	0.047528	0.249993	0.250000	0.250000	0.250007	
9780000	-1206.180953	340	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.045121	0.000000	0.573502	0.045121	0.573502	0.573502	0.573502	0.573502	0.045121	0.045121	0.045121	0.249988	0.250000	0.250000	0.250011	
9790000	-1198.963228	407	3	3	'Z 2 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.037798	0.000000	0.499263	0.000000	0.499263	0.499263	0.499263	0.499263	0.054010	0.054010	0.054010	0.249990	0.250000	0.250000	0.250009	
9800000	-1205.136700	854	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.052487	0.000000	0.579428	0.052487	0.579428	0.579428	0.579428	0.579428	0.052487	0.052487	0.052487	0.249967	0.250001	0.250001	0.250030	
9810000	-1205.775058	407	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.047600	0.000000	0.506424	0.047600	0.506424	0.506424	0.506424	0.506424	0.047600	0.047600	0.047600	0.249992	0.250000	0.250000	0.250007	
9820000	-1198.102882	407	3	2	'Z 2 Z 1 0 0 0 0 0 1 1 2 	0.000000	0.032482	0.000000	0.076290	0.588697	0.588697	0.588697	0.588697	0.588697	0.076290	0.076290	0.032482	0.249986	0.250005	0.250001	0.250009	
9830000	-1197.598303	407	3	2	'Z 1 Z 0 2 2 2 2 2 0 0 1 	0.000000	0.039093	0.000000	0.095071	0.706779	0.706779	0.706779	0.706779	0.706779	0.095071	0.095071	0.039093	0.249999	0.250000	0.250000	0.250000	
