Options:
Model:                           MultiState
Tree File Name:                  ww_trees.nex
Data File Name:                  ww_gen_sys.txt
Log File Name:                   world_gender_system-RJHPoutput.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1436681863
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_gender_system-RJHPoutput.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          RJ MCMC
    q02                          RJ MCMC
    q03                          RJ MCMC
    q10                          RJ MCMC
    q12                          RJ MCMC
    q13                          RJ MCMC
    q20                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q30                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
7760000	-1205.750170	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.047513	0.000000	0.047513	0.958807	0.000000	0.958807	0.958807	0.958807	0.047513	0.047513	0.047513	0.249991	0.250000	0.250000	0.250008	
7770000	-1208.014917	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.060147	0.000000	0.060147	1.063598	0.000000	1.063598	1.063598	1.063598	0.060147	0.060147	0.060147	0.249926	0.250004	0.250002	0.250069	
7780000	-1204.276234	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.057398	0.000000	0.057398	1.242522	0.000000	1.242522	1.242522	1.242522	0.057398	0.057398	0.057398	0.249999	0.250000	0.250000	0.250001	
7790000	-1205.865386	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.046180	0.000000	0.000000	1.283540	0.000000	1.283540	1.283540	1.283540	0.046180	0.046180	0.046180	0.249988	0.250001	0.250000	0.250011	
7800000	-1206.486031	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.053980	0.000000	0.000000	1.553334	0.053980	1.553334	1.553334	1.553334	0.053980	0.053980	0.053980	0.249998	0.250000	0.250000	0.250002	
7810000	-1203.658879	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.050473	0.000000	0.050473	1.169739	0.000000	1.169739	1.169739	1.169739	0.050473	0.050473	0.050473	0.249996	0.250000	0.250000	0.250004	
7820000	-1205.418758	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.047005	0.000000	0.000000	1.273690	0.000000	1.273690	1.273690	1.273690	0.047005	0.047005	0.047005	0.249990	0.250001	0.250000	0.250009	
7830000	-1205.664000	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053751	0.000000	0.053751	1.266673	0.053751	1.266673	1.266673	1.266673	0.053751	0.053751	0.053751	0.249773	0.250017	0.250003	0.250207	
7840000	-1205.737060	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.058015	0.000000	0.000000	1.212492	0.000000	1.212492	1.212492	1.212492	0.058015	0.058015	0.058015	0.249999	0.250000	0.250000	0.250001	
7850000	-1208.125969	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.065599	0.000000	0.065599	1.327860	0.065599	1.327860	1.327860	1.327860	0.065599	0.065599	0.065599	0.250000	0.250000	0.250000	0.250000	
7860000	-1203.735652	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.054816	0.000000	0.054816	1.157307	0.054816	1.157307	1.157307	1.157307	0.054816	0.054816	0.054816	0.249999	0.250000	0.250000	0.250001	
7870000	-1203.768554	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053730	0.000000	0.053730	1.098261	0.053730	1.098261	1.098261	1.098261	0.053730	0.053730	0.053730	0.249998	0.250000	0.250000	0.250002	
7880000	-1204.562822	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047908	0.000000	0.047908	1.222680	0.047908	1.222680	1.222680	1.222680	0.047908	0.047908	0.047908	0.249992	0.250001	0.250000	0.250007	
7890000	-1204.564923	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055379	0.000000	0.055379	1.038725	0.055379	1.038725	1.038725	1.038725	0.055379	0.055379	0.055379	0.249999	0.250000	0.250000	0.250001	
7900000	-1203.581648	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052902	0.000000	0.052902	1.126723	0.052902	1.126723	1.126723	1.126723	0.052902	0.052902	0.052902	0.249998	0.250000	0.250000	0.250002	
7910000	-1205.519470	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056392	0.000000	0.056392	1.355399	0.000000	1.355399	1.355399	1.355399	0.056392	0.056392	0.056392	0.249858	0.250005	0.250002	0.250135	
7920000	-1204.517166	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.050897	0.000000	0.000000	1.182531	0.000000	1.182531	1.182531	1.182531	0.050897	0.050897	0.050897	0.249996	0.250000	0.250000	0.250003	
7930000	-1205.879133	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.052399	0.000000	0.000000	1.054329	0.000000	1.054329	1.054329	1.054329	0.052399	0.052399	0.052399	0.249997	0.250000	0.250000	0.250002	
7940000	-1204.586077	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.048433	0.000000	0.048433	1.043443	0.000000	1.043443	1.043443	1.043443	0.048433	0.048433	0.048433	0.249993	0.250000	0.250000	0.250006	
7950000	-1206.174238	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055538	0.000000	0.055538	1.400612	0.055538	1.400612	1.400612	1.400612	0.055538	0.055538	0.055538	0.249834	0.250011	0.250002	0.250152	
7960000	-1206.335327	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.059991	0.000000	0.059991	1.204440	0.000000	1.204440	1.204440	1.204440	0.059991	0.059991	0.059991	0.249924	0.250003	0.250001	0.250071	
7970000	-1203.778174	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.049743	0.000000	0.049743	1.161527	0.049743	1.161527	1.161527	1.161527	0.049743	0.049743	0.049743	0.249995	0.250000	0.250000	0.250005	
7980000	-1205.074248	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053218	0.000000	0.053218	1.431053	0.053218	1.431053	1.431053	1.431053	0.053218	0.053218	0.053218	0.249998	0.250000	0.250000	0.250002	
7990000	-1203.697607	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050472	0.000000	0.050472	1.185262	0.050472	1.185262	1.185262	1.185262	0.050472	0.050472	0.050472	0.249996	0.250000	0.250000	0.250004	
8000000	-1206.252754	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.048935	0.000000	0.048935	1.490765	0.000000	1.490765	1.490765	1.490765	0.048935	0.048935	0.048935	0.249994	0.250000	0.250000	0.250006	
8010000	-1205.512904	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.059418	0.000000	0.059418	1.485782	0.000000	1.485782	1.485782	1.485782	0.059418	0.059418	0.059418	0.250000	0.250000	0.250000	0.250000	
8020000	-1205.326921	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.057805	0.000000	0.000000	1.466057	0.000000	1.466057	1.466057	1.466057	0.057805	0.057805	0.057805	0.249999	0.250000	0.250000	0.250001	
8030000	-1203.862551	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.049223	0.000000	0.049223	1.141283	0.049223	1.141283	1.141283	1.141283	0.049223	0.049223	0.049223	0.249994	0.250000	0.250000	0.250005	
8040000	-1206.179979	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.045125	0.000000	0.000000	1.110856	0.045125	1.110856	1.110856	1.110856	0.045125	0.045125	0.045125	0.249984	0.250002	0.250000	0.250014	
8050000	-1205.791849	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.061405	0.000000	0.061405	1.285816	0.061405	1.285816	1.285816	1.285816	0.061405	0.061405	0.061405	0.250000	0.250000	0.250000	0.250000	
8060000	-1204.936007	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.058087	0.000000	0.058087	1.103250	0.058087	1.103250	1.103250	1.103250	0.058087	0.058087	0.058087	0.249999	0.250000	0.250000	0.250001	
8070000	-1205.006938	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.049844	0.000000	0.000000	1.066743	0.049844	1.066743	1.066743	1.066743	0.049844	0.049844	0.049844	0.249995	0.250001	0.250000	0.250004	
8080000	-1205.029863	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.059168	0.000000	0.059168	1.162273	0.059168	1.162273	1.162273	1.162273	0.059168	0.059168	0.059168	0.250000	0.250000	0.250000	0.250000	
8090000	-1199.164480	407	3	3	'Z 1 Z Z 0 1 0 2 2 1 1 1 	0.000000	0.052138	0.000000	0.000000	1.294959	0.052138	1.294959	0.795577	0.795577	0.052138	0.052138	0.052138	0.249996	0.250000	0.250000	0.250004	
8100000	-1204.413982	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.053907	0.000000	0.000000	1.227547	0.053907	1.227547	1.227547	1.227547	0.053907	0.053907	0.053907	0.249998	0.250000	0.250000	0.250002	
8110000	-1198.623757	407	3	2	'Z 2 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.043545	0.000000	0.057944	1.234726	0.057944	1.234726	1.234726	1.234726	0.057944	0.057944	0.057944	0.249997	0.250000	0.250000	0.250003	
8120000	-1204.305292	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057169	0.000000	0.057169	1.158215	0.057169	1.158215	1.158215	1.158215	0.057169	0.057169	0.057169	0.249999	0.250000	0.250000	0.250001	
8130000	-1204.367920	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.047609	0.000000	0.047609	1.199793	0.000000	1.199793	1.199793	1.199793	0.047609	0.047609	0.047609	0.249992	0.250000	0.250000	0.250008	
8140000	-1205.852129	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.057366	0.000000	0.000000	1.119744	0.057366	1.119744	1.119744	1.119744	0.057366	0.057366	0.057366	0.249999	0.250000	0.250000	0.250001	
8150000	-1205.436299	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.045266	0.000000	0.045266	1.177724	0.000000	1.177724	1.177724	1.177724	0.045266	0.045266	0.045266	0.249985	0.250001	0.250000	0.250014	
8160000	-1203.523722	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.052581	0.000000	0.052581	1.174341	0.052581	1.174341	1.174341	1.174341	0.052581	0.052581	0.052581	0.249998	0.250000	0.250000	0.250002	
8170000	-1199.444923	407	3	3	'Z 0 Z 2 1 Z 1 1 1 0 2 2 	0.000000	0.046034	0.000000	0.076341	1.503160	0.000000	1.503160	1.503160	1.503160	0.046034	0.076341	0.076341	0.249999	0.250000	0.250000	0.250001	
8180000	-1207.187648	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.063881	0.000000	0.063881	1.324091	0.000000	1.324091	1.324091	1.324091	0.063881	0.063881	0.063881	0.249962	0.250002	0.250001	0.250036	
8190000	-1203.723653	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.050109	0.000000	0.050109	1.158950	0.000000	1.158950	1.158950	1.158950	0.050109	0.050109	0.050109	0.249996	0.250000	0.250000	0.250004	
8200000	-1205.927726	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.044431	0.000000	0.044431	1.133073	0.044431	1.133073	1.133073	1.133073	0.044431	0.044431	0.044431	0.249981	0.250001	0.250000	0.250018	
8210000	-1204.563171	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.050900	0.000000	0.000000	1.129156	0.050900	1.129156	1.129156	1.129156	0.050900	0.050900	0.050900	0.249996	0.250000	0.250000	0.250003	
8220000	-1203.766097	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055141	0.000000	0.055141	1.217303	0.000000	1.217303	1.217303	1.217303	0.055141	0.055141	0.055141	0.249999	0.250000	0.250000	0.250001	
8230000	-1203.999622	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056054	0.000000	0.056054	1.338501	0.000000	1.338501	1.338501	1.338501	0.056054	0.056054	0.056054	0.249999	0.250000	0.250000	0.250001	
8240000	-1204.800835	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.058712	0.000000	0.058712	1.313009	0.058712	1.313009	1.313009	1.313009	0.058712	0.058712	0.058712	0.249999	0.250000	0.250000	0.250000	
8250000	-1203.966342	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050470	0.000000	0.050470	1.038340	0.050470	1.038340	1.038340	1.038340	0.050470	0.050470	0.050470	0.249996	0.250000	0.250000	0.250004	
8260000	-1206.283705	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.047278	0.000000	0.000000	0.978695	0.047278	0.978695	0.978695	0.978695	0.047278	0.047278	0.047278	0.249990	0.250001	0.250000	0.250008	
8270000	-1203.763570	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051440	0.000000	0.051440	1.067961	0.051440	1.067961	1.067961	1.067961	0.051440	0.051440	0.051440	0.249997	0.250000	0.250000	0.250003	
8280000	-1205.666677	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.058400	0.000000	0.058400	1.371285	0.000000	1.371285	1.371285	1.371285	0.058400	0.058400	0.058400	0.249900	0.250004	0.250002	0.250095	
8290000	-1204.499369	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053045	0.000000	0.000000	1.389641	0.000000	1.389641	1.389641	1.389641	0.053045	0.053045	0.053045	0.249998	0.250000	0.250000	0.250002	
8300000	-1205.212484	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.049364	0.000000	0.000000	1.097259	0.000000	1.097259	1.097259	1.097259	0.049364	0.049364	0.049364	0.249994	0.250001	0.250000	0.250005	
8310000	-1204.606759	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047131	0.000000	0.047131	1.036226	0.047131	1.036226	1.036226	1.036226	0.047131	0.047131	0.047131	0.249990	0.250001	0.250000	0.250009	
8320000	-1205.067220	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.057022	0.000000	0.000000	1.347540	0.057022	1.347540	1.347540	1.347540	0.057022	0.057022	0.057022	0.249999	0.250000	0.250000	0.250001	
8330000	-1205.696751	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052961	0.000000	0.052961	1.290340	0.000000	1.290340	1.290340	1.290340	0.052961	0.052961	0.052961	0.249741	0.250009	0.250004	0.250245	
8340000	-1209.025549	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050582	0.000000	0.050582	1.575803	0.000000	1.575803	1.575803	1.575803	0.050582	0.050582	0.050582	0.249610	0.250011	0.250005	0.250374	
8350000	-1203.969871	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.055923	0.000000	0.055923	1.154638	0.055923	1.154638	1.154638	1.154638	0.055923	0.055923	0.055923	0.249999	0.250000	0.250000	0.250001	
8360000	-1204.063310	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054303	0.000000	0.054303	1.121889	0.000000	1.121889	1.121889	1.121889	0.054303	0.054303	0.054303	0.249999	0.250000	0.250000	0.250001	
8370000	-1203.591794	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.051208	0.000000	0.051208	1.171900	0.000000	1.171900	1.171900	1.171900	0.051208	0.051208	0.051208	0.249997	0.250000	0.250000	0.250003	
8380000	-1199.132961	407	3	2	'Z 2 Z 2 0 2 0 0 0 1 1 1 	0.000000	0.037097	0.000000	0.037097	1.017832	0.037097	1.017832	1.017832	1.017832	0.055326	0.055326	0.055326	0.249989	0.250001	0.250000	0.250009	
8390000	-1204.670496	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057382	0.000000	0.057382	1.102492	0.057382	1.102492	1.102492	1.102492	0.057382	0.057382	0.057382	0.249999	0.250000	0.250000	0.250001	
8400000	-1205.695522	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.046439	0.000000	0.000000	1.218225	0.046439	1.218225	1.218225	1.218225	0.046439	0.046439	0.046439	0.249988	0.250001	0.250000	0.250010	
8410000	-1206.134859	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055290	0.000000	0.055290	0.929287	0.055290	0.929287	0.929287	0.929287	0.055290	0.055290	0.055290	0.249999	0.250000	0.250000	0.250001	
8420000	-1203.594960	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053845	0.000000	0.053845	1.278067	0.000000	1.278067	1.278067	1.278067	0.053845	0.053845	0.053845	0.249998	0.250000	0.250000	0.250002	
8430000	-1204.650322	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.054137	0.000000	0.054137	1.394958	0.054137	1.394958	1.394958	1.394958	0.054137	0.054137	0.054137	0.249998	0.250000	0.250000	0.250001	
8440000	-1205.556285	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057812	0.000000	0.057812	1.029659	0.057812	1.029659	1.029659	1.029659	0.057812	0.057812	0.057812	0.249999	0.250000	0.250000	0.250001	
8450000	-1204.522811	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.055279	0.000000	0.000000	1.286288	0.000000	1.286288	1.286288	1.286288	0.055279	0.055279	0.055279	0.249999	0.250000	0.250000	0.250001	
8460000	-1203.843997	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050876	0.000000	0.050876	1.110377	0.000000	1.110377	1.110377	1.110377	0.050876	0.050876	0.050876	0.249996	0.250000	0.250000	0.250003	
8470000	-1207.278234	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.063951	0.000000	0.063951	1.306670	0.000000	1.306670	1.306670	1.306670	0.063951	0.063951	0.063951	0.249962	0.250002	0.250001	0.250036	
8480000	-1206.142478	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.062132	0.000000	0.062132	1.400026	0.000000	1.400026	1.400026	1.400026	0.062132	0.062132	0.062132	0.250000	0.250000	0.250000	0.250000	
8490000	-1205.983614	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.058443	0.000000	0.058443	1.449454	0.000000	1.449454	1.449454	1.449454	0.058443	0.058443	0.058443	0.249901	0.250004	0.250001	0.250094	
8500000	-1204.349373	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.051698	0.000000	0.000000	1.214992	0.051698	1.214992	1.214992	1.214992	0.051698	0.051698	0.051698	0.249997	0.250000	0.250000	0.250003	
8510000	-1199.517722	407	3	3	'Z 2 Z 0 1 Z 1 1 1 0 0 2 	0.000000	0.047238	0.000000	0.062330	1.253536	0.000000	1.253536	1.253536	1.253536	0.062330	0.062330	0.047238	0.249998	0.250000	0.250000	0.250002	
8520000	-1203.511673	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052920	0.000000	0.052920	1.239394	0.000000	1.239394	1.239394	1.239394	0.052920	0.052920	0.052920	0.249998	0.250000	0.250000	0.250002	
8530000	-1205.766866	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.058585	0.000000	0.000000	1.514550	0.000000	1.514550	1.514550	1.514550	0.058585	0.058585	0.058585	0.249999	0.250000	0.250000	0.250000	
8540000	-1203.890676	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.049146	0.000000	0.049146	1.159648	0.000000	1.159648	1.159648	1.159648	0.049146	0.049146	0.049146	0.249994	0.250000	0.250000	0.250005	
8550000	-1203.803492	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053670	0.000000	0.053670	1.274486	0.053670	1.274486	1.274486	1.274486	0.053670	0.053670	0.053670	0.249998	0.250000	0.250000	0.250002	
8560000	-1203.666245	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053039	0.000000	0.053039	1.103791	0.053039	1.103791	1.103791	1.103791	0.053039	0.053039	0.053039	0.249998	0.250000	0.250000	0.250002	
8570000	-1204.448023	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.054135	0.000000	0.000000	1.242669	0.000000	1.242669	1.242669	1.242669	0.054135	0.054135	0.054135	0.249998	0.250000	0.250000	0.250002	
8580000	-1203.752552	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050403	0.000000	0.050403	1.200286	0.050403	1.200286	1.200286	1.200286	0.050403	0.050403	0.050403	0.249996	0.250000	0.250000	0.250004	
8590000	-1208.754275	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.042381	0.000000	0.042381	1.272912	0.042381	1.272912	1.272912	1.272912	0.042381	0.042381	0.042381	0.249968	0.250002	0.250000	0.250030	
8600000	-1203.696899	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053565	0.000000	0.053565	1.249488	0.053565	1.249488	1.249488	1.249488	0.053565	0.053565	0.053565	0.249998	0.250000	0.250000	0.250002	
8610000	-1204.591232	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.058350	0.000000	0.058350	1.245976	0.000000	1.245976	1.245976	1.245976	0.058350	0.058350	0.058350	0.249999	0.250000	0.250000	0.250000	
8620000	-1204.117941	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056576	0.000000	0.056576	1.269427	0.056576	1.269427	1.269427	1.269427	0.056576	0.056576	0.056576	0.249999	0.250000	0.250000	0.250001	
8630000	-1204.660647	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.049165	0.000000	0.049165	1.024858	0.000000	1.024858	1.024858	1.024858	0.049165	0.049165	0.049165	0.249994	0.250000	0.250000	0.250005	
8640000	-1204.084564	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.051342	0.000000	0.051342	1.355035	0.000000	1.355035	1.355035	1.355035	0.051342	0.051342	0.051342	0.249997	0.250000	0.250000	0.250003	
8650000	-1206.321374	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.048946	0.000000	0.000000	1.011513	0.000000	1.011513	1.011513	1.011513	0.048946	0.048946	0.048946	0.249994	0.250001	0.250000	0.250006	
8660000	-1203.833899	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.049366	0.000000	0.049366	1.170675	0.000000	1.170675	1.170675	1.170675	0.049366	0.049366	0.049366	0.249995	0.250000	0.250000	0.250005	
8670000	-1206.832709	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052379	0.000000	0.052379	1.555097	0.052379	1.555097	1.555097	1.555097	0.052379	0.052379	0.052379	0.249997	0.250000	0.250000	0.250002	
8680000	-1204.200904	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050583	0.000000	0.050583	1.290120	0.050583	1.290120	1.290120	1.290120	0.050583	0.050583	0.050583	0.249996	0.250000	0.250000	0.250004	
8690000	-1204.700954	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.049326	0.000000	0.000000	1.177485	0.000000	1.177485	1.177485	1.177485	0.049326	0.049326	0.049326	0.249994	0.250000	0.250000	0.250005	
8700000	-1204.674916	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.050165	0.000000	0.000000	1.275847	0.050165	1.275847	1.275847	1.275847	0.050165	0.050165	0.050165	0.249995	0.250001	0.250000	0.250004	
8710000	-1204.127149	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055957	0.000000	0.055957	1.302657	0.055957	1.302657	1.302657	1.302657	0.055957	0.055957	0.055957	0.249999	0.250000	0.250000	0.250001	
8720000	-1205.527687	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.059822	0.000000	0.059822	1.394131	0.059822	1.394131	1.394131	1.394131	0.059822	0.059822	0.059822	0.250000	0.250000	0.250000	0.250000	
8730000	-1203.987104	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052742	0.000000	0.052742	1.366948	0.000000	1.366948	1.366948	1.366948	0.052742	0.052742	0.052742	0.249998	0.250000	0.250000	0.250002	
8740000	-1206.016265	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051610	0.000000	0.051610	1.546375	0.000000	1.546375	1.546375	1.546375	0.051610	0.051610	0.051610	0.249997	0.250000	0.250000	0.250003	
8750000	-1204.321474	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050223	0.000000	0.050223	0.996017	0.050223	0.996017	0.996017	0.996017	0.050223	0.050223	0.050223	0.249995	0.250000	0.250000	0.250004	
8760000	-1205.276635	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051776	0.000000	0.051776	1.490713	0.000000	1.490713	1.490713	1.490713	0.051776	0.051776	0.051776	0.249997	0.250000	0.250000	0.250003	
8770000	-1204.411680	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.049086	0.000000	0.049086	0.996917	0.049086	0.996917	0.996917	0.996917	0.049086	0.049086	0.049086	0.249994	0.250001	0.250000	0.250005	
8780000	-1204.982617	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.049298	0.000000	0.000000	1.126077	0.000000	1.126077	1.126077	1.126077	0.049298	0.049298	0.049298	0.249994	0.250000	0.250000	0.250005	
8790000	-1206.490662	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.059989	0.000000	0.000000	1.480195	0.059989	1.480195	1.480195	1.480195	0.059989	0.059989	0.059989	0.250000	0.250000	0.250000	0.250000	
