Options:
Model:                           MultiState
Tree File Name:                  trees_ww.nex
Data File Name:                  ww_nom_sys.txt
Log File Name:                   world_nom-RJHPoutput.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1214870298
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_nom-RJHPoutput.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               1,2,3,4
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q14                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
    q34                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q13	q14	q21	q23	q24	q31	q32	q34	q41	q42	q43	Root P(1)	Root P(2)	Root P(3)	Root P(4)	
7770000	-1016.398161	412	3	1	'1 0 1 2 Z 1 0 2 2 0 0 0 	0.132785	0.007027	0.132785	0.340243	0.000000	0.132785	0.007027	0.340243	0.340243	0.007027	0.007027	0.007027	0.250000	0.250000	0.250000	0.250000	
7780000	-1017.626858	412	3	1	'2 Z 2 1 0 2 0 1 0 0 0 0 	0.103190	0.000000	0.103190	0.484661	0.006496	0.103190	0.006496	0.484661	0.006496	0.006496	0.006496	0.006496	0.250001	0.250001	0.250002	0.249996	
7790000	-1015.486719	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.110543	0.000000	0.110543	0.388720	0.009032	0.110543	0.009032	0.388720	0.110543	0.009032	0.009032	0.009032	0.250000	0.250000	0.250000	0.249999	
7800000	-1013.355528	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.115802	0.000000	0.115802	0.449470	0.007435	0.115802	0.007435	0.449470	0.115802	0.007435	0.007435	0.007435	0.250000	0.250000	0.250000	0.249999	
7810000	-1016.872682	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.097258	0.000000	0.097258	0.306819	0.007952	0.097258	0.097258	0.306819	0.097258	0.007952	0.007952	0.007952	0.250001	0.250001	0.250001	0.249996	
7820000	-1013.103026	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.122031	0.000000	0.122031	0.374602	0.006612	0.122031	0.000000	0.374602	0.374602	0.006612	0.006612	0.006612	0.250001	0.250001	0.250000	0.249999	
7830000	-1013.578424	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.099747	0.000000	0.099747	0.287192	0.008608	0.287192	0.000000	0.287192	0.287192	0.008608	0.008608	0.008608	0.250000	0.250000	0.250000	0.250000	
7840000	-1014.142415	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.102650	0.000000	0.102650	0.404137	0.006496	0.102650	0.000000	0.404137	0.404137	0.006496	0.006496	0.006496	0.250004	0.250004	0.249999	0.249992	
7850000	-1013.861888	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.113321	0.000000	0.113321	0.406830	0.006209	0.113321	0.000000	0.406830	0.406830	0.006209	0.006209	0.006209	0.250002	0.250002	0.250000	0.249997	
7860000	-1012.458400	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.110848	0.000000	0.110848	0.353596	0.008241	0.110848	0.000000	0.353596	0.353596	0.008241	0.008241	0.008241	0.250001	0.250001	0.250000	0.249999	
7870000	-1015.428019	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.117224	0.008414	0.117224	0.315601	0.008414	0.117224	0.008414	0.315601	0.315601	0.008414	0.008414	0.008414	0.250000	0.250000	0.250000	0.249999	
7880000	-1015.295420	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.108048	0.007602	0.108048	0.272280	0.007602	0.108048	0.000000	0.272280	0.272280	0.007602	0.007602	0.007602	0.250001	0.250001	0.250000	0.249998	
7890000	-1012.081204	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.114536	0.000000	0.114536	0.345000	0.007109	0.114536	0.000000	0.345000	0.345000	0.007109	0.007109	0.007109	0.250001	0.250001	0.250000	0.249998	
7900000	-1018.973161	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.136311	0.000000	0.136311	0.311622	0.005376	0.136311	0.005376	0.311622	0.311622	0.005376	0.005376	0.005376	0.250000	0.250000	0.250000	0.249999	
7910000	-1012.923658	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.112765	0.000000	0.112765	0.302470	0.008117	0.112765	0.000000	0.302470	0.302470	0.008117	0.008117	0.008117	0.250001	0.250001	0.250000	0.249999	
7920000	-1014.146919	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.129700	0.000000	0.129700	0.330023	0.007512	0.129700	0.007512	0.330023	0.330023	0.007512	0.007512	0.007512	0.250000	0.250000	0.250000	0.250000	
7930000	-1012.257603	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.113870	0.000000	0.113870	0.368447	0.006957	0.113870	0.000000	0.368447	0.368447	0.006957	0.006957	0.006957	0.250001	0.250001	0.250000	0.249998	
7940000	-1014.288808	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.105456	0.000000	0.105456	0.256916	0.007715	0.105456	0.007715	0.256916	0.256916	0.007715	0.007715	0.007715	0.250002	0.250002	0.250000	0.249997	
7950000	-1014.398150	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.107444	0.000000	0.107444	0.338848	0.000000	0.107444	0.000000	0.338848	0.338848	0.007533	0.007533	0.007533	0.250002	0.250002	0.250000	0.249997	
7960000	-1012.695276	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.120473	0.000000	0.120473	0.352424	0.008082	0.120473	0.000000	0.352424	0.352424	0.008082	0.008082	0.008082	0.250000	0.250000	0.250000	0.249999	
7970000	-1017.423080	407	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.116371	0.007284	0.116371	0.428189	0.000000	0.116371	0.007284	0.428189	0.428189	0.007284	0.007284	0.007284	0.250002	0.250002	0.250000	0.249997	
7980000	-1013.930320	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.108575	0.000000	0.108575	0.334218	0.005647	0.108575	0.000000	0.334218	0.334218	0.005647	0.005647	0.005647	0.250004	0.250004	0.249999	0.249993	
7990000	-1014.291588	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.106664	0.005886	0.106664	0.347442	0.005886	0.106664	0.005886	0.347442	0.347442	0.005886	0.005886	0.005886	0.250004	0.250004	0.249999	0.249994	
8000000	-1014.093854	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.128935	0.000000	0.128935	0.451567	0.007792	0.128935	0.007792	0.451567	0.128935	0.007792	0.007792	0.007792	0.250000	0.250000	0.250000	0.250000	
8010000	-1016.698461	412	3	2	'2 0 2 1 Z 2 Z 1 2 0 0 0 	0.128937	0.007735	0.128937	0.533600	0.000000	0.128937	0.000000	0.533600	0.128937	0.007735	0.007735	0.007735	0.250000	0.250000	0.250000	0.250000	
8020000	-1013.802019	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.128723	0.000000	0.128723	0.398580	0.006982	0.128723	0.006982	0.398580	0.128723	0.006982	0.006982	0.006982	0.250000	0.250000	0.250000	0.250000	
8030000	-1013.663220	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.124541	0.000000	0.124541	0.369230	0.007602	0.124541	0.000000	0.369230	0.124541	0.007602	0.007602	0.007602	0.250000	0.250000	0.250000	0.250000	
8040000	-1013.092913	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.116158	0.000000	0.116158	0.411284	0.006601	0.116158	0.006601	0.411284	0.116158	0.006601	0.006601	0.006601	0.250000	0.250000	0.250000	0.249999	
8050000	-1013.624158	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.115982	0.000000	0.115982	0.468375	0.006902	0.115982	0.006902	0.468375	0.115982	0.006902	0.006902	0.006902	0.250000	0.250000	0.250000	0.249999	
8060000	-1020.919077	412	3	1	'2 0 2 1 Z 2 2 1 0 0 0 0 	0.138159	0.006149	0.138159	0.376863	0.000000	0.138159	0.138159	0.376863	0.006149	0.006149	0.006149	0.006149	0.250000	0.250000	0.250000	0.250000	
8070000	-1013.195169	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.108580	0.000000	0.108580	0.366503	0.008751	0.108580	0.000000	0.366503	0.366503	0.008751	0.008751	0.008751	0.250001	0.250001	0.250000	0.249999	
8080000	-1014.870171	412	3	1	'1 Z 1 2 0 1 1 2 1 0 0 0 	0.123168	0.000000	0.123168	0.351962	0.007100	0.123168	0.123168	0.351962	0.123168	0.007100	0.007100	0.007100	0.250000	0.250000	0.250000	0.249999	
8090000	-1014.405524	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.125253	0.000000	0.125253	0.496518	0.006740	0.125253	0.006740	0.496518	0.125253	0.006740	0.006740	0.006740	0.250000	0.250000	0.250000	0.249999	
8100000	-1017.257116	412	3	1	'2 0 2 1 Z 2 0 1 2 0 0 0 	0.114719	0.007994	0.114719	0.304621	0.000000	0.114719	0.007994	0.304621	0.114719	0.007994	0.007994	0.007994	0.250000	0.250000	0.250000	0.249999	
8110000	-1021.088463	412	3	2	'2 Z 2 1 0 2 2 1 Z 0 0 0 	0.141391	0.000000	0.141391	0.564726	0.008345	0.141391	0.141391	0.564726	0.000000	0.008345	0.008345	0.008345	0.250000	0.250000	0.250000	0.250000	
8120000	-1015.200029	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.124274	0.006237	0.124274	0.382480	0.006237	0.124274	0.006237	0.382480	0.124274	0.006237	0.006237	0.006237	0.250000	0.250000	0.250000	0.249999	
8130000	-1017.936787	412	3	3	'2 Z 2 1 0 2 Z 1 Z 0 0 0 	0.138942	0.000000	0.138942	0.430376	0.007212	0.138942	0.000000	0.430376	0.000000	0.007212	0.007212	0.007212	0.250000	0.250000	0.250000	0.250000	
8140000	-1015.478965	412	3	1	'2 0 2 1 Z 2 0 1 2 0 0 0 	0.126332	0.006465	0.126332	0.464497	0.000000	0.126332	0.006465	0.464497	0.126332	0.006465	0.006465	0.006465	0.250000	0.250000	0.250000	0.249999	
8150000	-1013.327070	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.110850	0.000000	0.110850	0.347841	0.007156	0.110850	0.007156	0.347841	0.110850	0.007156	0.007156	0.007156	0.250001	0.250001	0.250001	0.249998	
8160000	-1014.980029	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.100994	0.007907	0.100994	0.411597	0.007907	0.100994	0.000000	0.411597	0.411597	0.007907	0.007907	0.007907	0.250002	0.250002	0.250000	0.249997	
8170000	-1014.837882	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.119772	0.000000	0.119772	0.462883	0.008276	0.119772	0.008276	0.462883	0.462883	0.008276	0.008276	0.008276	0.250000	0.250000	0.250000	0.249999	
8180000	-1017.085386	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.129533	0.007380	0.129533	0.477790	0.000000	0.129533	0.000000	0.477790	0.477790	0.007380	0.007380	0.007380	0.250000	0.250000	0.250000	0.250000	
8190000	-1012.436293	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.106037	0.000000	0.106037	0.319291	0.007639	0.106037	0.007639	0.319291	0.319291	0.007639	0.007639	0.007639	0.250002	0.250002	0.250000	0.249997	
8200000	-1014.095206	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.104349	0.007934	0.104349	0.340649	0.007934	0.104349	0.007934	0.340649	0.340649	0.007934	0.007934	0.007934	0.250001	0.250001	0.250000	0.249998	
8210000	-1016.180941	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.102406	0.009074	0.102406	0.385102	0.009074	0.102406	0.009074	0.385102	0.385102	0.009074	0.009074	0.009074	0.250001	0.250001	0.250000	0.249999	
8220000	-1016.503105	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.097235	0.000000	0.097235	0.357341	0.005494	0.097235	0.000000	0.357341	0.097235	0.005494	0.005494	0.005494	0.250006	0.250006	0.250006	0.249982	
8230000	-1014.986048	412	3	0	'1 0 1 2 0 1 0 2 1 0 0 0 	0.114392	0.007611	0.114392	0.397564	0.007611	0.114392	0.007611	0.397564	0.114392	0.007611	0.007611	0.007611	0.250000	0.250000	0.250000	0.249999	
8240000	-1014.316438	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.104097	0.007993	0.104097	0.381649	0.007993	0.104097	0.007993	0.381649	0.381649	0.007993	0.007993	0.007993	0.250001	0.250001	0.250000	0.249998	
8250000	-1013.815229	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.118333	0.000000	0.118333	0.278289	0.006649	0.118333	0.000000	0.278289	0.278289	0.006649	0.006649	0.006649	0.250001	0.250001	0.250000	0.249998	
8260000	-1015.097269	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.094620	0.007067	0.094620	0.321439	0.000000	0.094620	0.007067	0.321439	0.321439	0.007067	0.007067	0.007067	0.250006	0.250006	0.249999	0.249990	
8270000	-1013.406654	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.113247	0.000000	0.113247	0.421032	0.008005	0.113247	0.008005	0.421032	0.421032	0.008005	0.008005	0.008005	0.250001	0.250001	0.250000	0.249999	
8280000	-1012.763369	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.103343	0.000000	0.103343	0.301571	0.006907	0.103343	0.006907	0.301571	0.301571	0.006907	0.006907	0.006907	0.250003	0.250003	0.249999	0.249994	
8290000	-1014.478766	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.104028	0.007238	0.104028	0.290512	0.000000	0.104028	0.007238	0.290512	0.290512	0.007238	0.007238	0.007238	0.250002	0.250002	0.250000	0.249996	
8300000	-1015.048128	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.113327	0.005674	0.113327	0.351222	0.000000	0.113327	0.005674	0.351222	0.351222	0.005674	0.005674	0.005674	0.250002	0.250002	0.250000	0.249996	
8310000	-1016.266029	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.120937	0.000000	0.120937	0.437052	0.007874	0.120937	0.120937	0.437052	0.437052	0.007874	0.007874	0.007874	0.250000	0.250000	0.250000	0.249999	
8320000	-1013.452882	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.112061	0.000000	0.112061	0.430525	0.007479	0.112061	0.000000	0.430525	0.430525	0.007479	0.007479	0.007479	0.250001	0.250001	0.250000	0.249998	
8330000	-1013.821175	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.108115	0.006103	0.108115	0.333835	0.006103	0.108115	0.000000	0.333835	0.333835	0.006103	0.006103	0.006103	0.250003	0.250003	0.250000	0.249995	
8340000	-1013.231324	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.105889	0.000000	0.105889	0.358372	0.008685	0.105889	0.000000	0.358372	0.358372	0.008685	0.008685	0.008685	0.250001	0.250001	0.250000	0.249998	
8350000	-1015.954437	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.119870	0.000000	0.119870	0.496100	0.008330	0.119870	0.000000	0.496100	0.496100	0.008330	0.008330	0.008330	0.250000	0.250000	0.250000	0.249999	
8360000	-1014.148025	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.114677	0.006217	0.114677	0.316960	0.006217	0.114677	0.006217	0.316960	0.316960	0.006217	0.006217	0.006217	0.250001	0.250001	0.250000	0.249998	
8370000	-1014.837995	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.104244	0.000000	0.104244	0.351782	0.000000	0.104244	0.000000	0.351782	0.351782	0.007016	0.007016	0.007016	0.250003	0.250003	0.249999	0.249995	
8380000	-1013.664139	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.101429	0.000000	0.101429	0.271257	0.006630	0.101429	0.000000	0.271257	0.271257	0.006630	0.006630	0.006630	0.250005	0.250005	0.249999	0.249992	
8390000	-1014.461901	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.109943	0.007978	0.109943	0.399890	0.000000	0.109943	0.007978	0.399890	0.399890	0.007978	0.007978	0.007978	0.250001	0.250001	0.250000	0.249999	
8400000	-1024.647343	548	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.119273	0.000000	0.119273	0.272750	0.009947	0.119273	0.000000	0.272750	0.272750	0.009947	0.009947	0.009947	0.250015	0.250015	0.249998	0.249972	
8410000	-1013.847417	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.107277	0.006850	0.107277	0.307085	0.000000	0.107277	0.000000	0.307085	0.307085	0.006850	0.006850	0.006850	0.250002	0.250002	0.250000	0.249996	
8420000	-1017.440298	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.091804	0.000000	0.091804	0.383953	0.007082	0.091804	0.091804	0.383953	0.091804	0.007082	0.007082	0.007082	0.250003	0.250003	0.250003	0.249991	
8430000	-1014.500881	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.099358	0.000000	0.099358	0.301505	0.005744	0.099358	0.000000	0.301505	0.301505	0.005744	0.005744	0.005744	0.250010	0.250009	0.249998	0.249983	
8440000	-1017.380698	412	3	0	'2 0 2 1 0 2 2 1 1 0 0 0 	0.115604	0.008384	0.115604	0.284834	0.008384	0.115604	0.115604	0.284834	0.284834	0.008384	0.008384	0.008384	0.250000	0.250000	0.250000	0.249999	
8450000	-1015.451490	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.124020	0.000000	0.124020	0.306789	0.007846	0.124020	0.000000	0.306789	0.124020	0.007846	0.007846	0.007846	0.250000	0.250000	0.250000	0.250000	
8460000	-1017.806461	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.140608	0.000000	0.140608	0.495930	0.009261	0.140608	0.000000	0.495930	0.140608	0.009261	0.009261	0.009261	0.250000	0.250000	0.250000	0.250000	
8470000	-1015.448591	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.092141	0.000000	0.092141	0.389273	0.007325	0.092141	0.007325	0.389273	0.389273	0.007325	0.007325	0.007325	0.250007	0.250007	0.249998	0.249987	
8480000	-1014.258021	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.101528	0.006132	0.101528	0.327756	0.006132	0.101528	0.006132	0.327756	0.327756	0.006132	0.006132	0.006132	0.250005	0.250005	0.249999	0.249991	
8490000	-1013.129947	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.115784	0.000000	0.115784	0.398892	0.008497	0.115784	0.000000	0.398892	0.398892	0.008497	0.008497	0.008497	0.250000	0.250000	0.250000	0.249999	
8500000	-1015.275322	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.117809	0.006994	0.117809	0.442609	0.000000	0.117809	0.006994	0.442609	0.442609	0.006994	0.006994	0.006994	0.250001	0.250001	0.250000	0.249999	
8510000	-1015.787306	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.108100	0.005214	0.108100	0.313580	0.005214	0.108100	0.005214	0.313580	0.313580	0.005214	0.005214	0.005214	0.250005	0.250005	0.249999	0.249991	
8520000	-1017.844790	407	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.114188	0.007845	0.114188	0.307305	0.000000	0.114188	0.007845	0.307305	0.307305	0.007845	0.007845	0.007845	0.250002	0.250002	0.250000	0.249997	
8530000	-1017.347726	407	3	2	'2 Z 2 1 0 2 0 1 1 0 Z 0 	0.110590	0.000000	0.110590	0.374700	0.010227	0.110590	0.010227	0.374700	0.374700	0.010227	0.000000	0.010227	0.250006	0.250006	0.249999	0.249988	
8540000	-1016.994416	407	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.121359	0.007520	0.121359	0.384759	0.000000	0.121359	0.007520	0.384759	0.384759	0.007520	0.007520	0.007520	0.250001	0.250001	0.250000	0.249998	
8550000	-1019.321130	407	3	3	'2 Z 2 1 0 2 Z 1 1 0 Z 0 	0.122790	0.000000	0.122790	0.448043	0.013378	0.122790	0.000000	0.448043	0.448043	0.013378	0.000000	0.013378	0.250001	0.250001	0.250000	0.249999	
8560000	-1017.205028	407	3	3	'2 Z 2 1 0 2 Z 1 1 0 Z 0 	0.123416	0.000000	0.123416	0.406597	0.010800	0.123416	0.000000	0.406597	0.406597	0.010800	0.000000	0.010800	0.250002	0.250002	0.250000	0.249997	
8570000	-1013.294292	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.112126	0.000000	0.112126	0.296477	0.008319	0.112126	0.000000	0.296477	0.296477	0.008319	0.008319	0.008319	0.250001	0.250001	0.250000	0.249999	
8580000	-1012.264761	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.104979	0.000000	0.104979	0.322646	0.007153	0.104979	0.000000	0.322646	0.322646	0.007153	0.007153	0.007153	0.250002	0.250002	0.250000	0.249996	
8590000	-1013.011310	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.108060	0.000000	0.108060	0.278577	0.007079	0.108060	0.000000	0.278577	0.278577	0.007079	0.007079	0.007079	0.250002	0.250002	0.250000	0.249997	
8600000	-1017.223892	412	3	2	'2 Z 2 1 0 2 Z 2 1 0 0 0 	0.099975	0.000000	0.099975	0.377593	0.007224	0.099975	0.000000	0.099975	0.377593	0.007224	0.007224	0.007224	0.250008	0.250007	0.249994	0.249990	
8610000	-1017.803035	412	3	1	'2 0 2 1 Z 2 0 2 1 0 0 0 	0.120972	0.007098	0.120972	0.377141	0.000000	0.120972	0.007098	0.120972	0.377141	0.007098	0.007098	0.007098	0.250001	0.250001	0.250000	0.249999	
8620000	-1021.090539	407	3	0	'1 2 1 0 2 1 2 1 0 2 2 2 	0.113694	0.005081	0.113694	0.312719	0.005081	0.113694	0.005081	0.113694	0.312719	0.005081	0.005081	0.005081	0.250012	0.250012	0.249993	0.249983	
8630000	-1015.753028	412	3	1	'0 Z 0 2 1 0 1 0 2 1 1 1 	0.115503	0.000000	0.115503	0.332510	0.006894	0.115503	0.006894	0.115503	0.332510	0.006894	0.006894	0.006894	0.250002	0.250002	0.249999	0.249998	
8640000	-1018.036232	412	3	2	'0 1 0 2 Z 0 Z 0 2 1 1 1 	0.123602	0.007149	0.123602	0.358682	0.000000	0.123602	0.000000	0.123602	0.358682	0.007149	0.007149	0.007149	0.250001	0.250001	0.250000	0.249999	
8650000	-1016.254695	412	3	1	'2 0 2 1 0 1 Z 1 1 0 0 0 	0.082153	0.007521	0.082153	0.323129	0.007521	0.323129	0.000000	0.323129	0.323129	0.007521	0.007521	0.007521	0.250002	0.250000	0.250000	0.249998	
8660000	-1013.258703	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.086398	0.000000	0.086398	0.232570	0.006951	0.232570	0.006951	0.232570	0.232570	0.006951	0.006951	0.006951	0.250003	0.250001	0.249999	0.249997	
8670000	-1015.097208	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.112316	0.000000	0.112316	0.288651	0.008064	0.288651	0.000000	0.288651	0.288651	0.008064	0.008064	0.008064	0.250000	0.250000	0.250000	0.250000	
8680000	-1015.404841	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.084546	0.000000	0.084546	0.286554	0.009612	0.286554	0.009612	0.286554	0.286554	0.009612	0.009612	0.009612	0.250001	0.250000	0.250000	0.249999	
8690000	-1014.839692	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.093685	0.008276	0.093685	0.252858	0.008276	0.252858	0.008276	0.252858	0.252858	0.008276	0.008276	0.008276	0.250000	0.250000	0.250000	0.250000	
8700000	-1017.670838	412	3	2	'1 Z 1 2 Z 2 0 2 2 0 0 0 	0.096136	0.000000	0.096136	0.182446	0.000000	0.182446	0.007405	0.182446	0.182446	0.007405	0.007405	0.007405	0.250001	0.250000	0.250000	0.249999	
8710000	-1016.072024	412	3	3	'1 Z 1 2 0 1 Z 2 Z 0 0 0 	0.118363	0.000000	0.118363	0.449831	0.006597	0.118363	0.000000	0.449831	0.000000	0.006597	0.006597	0.006597	0.250000	0.250000	0.250001	0.249999	
8720000	-1013.666008	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.121158	0.000000	0.121158	0.421445	0.006152	0.121158	0.000000	0.421445	0.121158	0.006152	0.006152	0.006152	0.250000	0.250000	0.250000	0.249999	
8730000	-1016.778655	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.088346	0.000000	0.088346	0.353426	0.008695	0.088346	0.008695	0.353426	0.353426	0.008695	0.008695	0.008695	0.250004	0.250004	0.249999	0.249992	
8740000	-1014.408187	412	3	2	'1 Z 1 2 0 1 Z 2 2 0 0 0 	0.094089	0.000000	0.094089	0.359100	0.008097	0.094089	0.000000	0.359100	0.359100	0.008097	0.008097	0.008097	0.250004	0.250004	0.249999	0.249993	
8750000	-1013.379650	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.118058	0.000000	0.118058	0.399537	0.008517	0.118058	0.008517	0.399537	0.399537	0.008517	0.008517	0.008517	0.250000	0.250000	0.250000	0.249999	
8760000	-1013.821508	412	3	1	'1 0 1 2 Z 1 0 2 2 0 0 0 	0.108863	0.006514	0.108863	0.352312	0.000000	0.108863	0.006514	0.352312	0.352312	0.006514	0.006514	0.006514	0.250002	0.250002	0.250000	0.249996	
8770000	-1015.277137	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.122148	0.000000	0.122148	0.372103	0.000000	0.122148	0.000000	0.372103	0.372103	0.008580	0.008580	0.008580	0.250000	0.250000	0.250000	0.250000	
8780000	-1012.235127	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.113728	0.000000	0.113728	0.318464	0.007485	0.113728	0.000000	0.318464	0.318464	0.007485	0.007485	0.007485	0.250001	0.250001	0.250000	0.249998	
8790000	-1015.903752	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.114433	0.005270	0.114433	0.305851	0.005270	0.114433	0.000000	0.305851	0.305851	0.005270	0.005270	0.005270	0.250002	0.250002	0.250000	0.249996	
8800000	-1014.105698	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.099603	0.007408	0.099603	0.335213	0.007408	0.099603	0.007408	0.335213	0.335213	0.007408	0.007408	0.007408	0.250003	0.250003	0.250000	0.249995	
8810000	-1014.688999	412	3	2	'2 0 2 1 Z 2 Z 1 2 0 0 0 	0.120621	0.007294	0.120621	0.415668	0.000000	0.120621	0.000000	0.415668	0.120621	0.007294	0.007294	0.007294	0.250000	0.250000	0.250000	0.249999	
8820000	-1012.631709	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.120407	0.000000	0.120407	0.335934	0.007808	0.120407	0.000000	0.335934	0.335934	0.007808	0.007808	0.007808	0.250000	0.250000	0.250000	0.249999	
